"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","SECTOR","Economic sector (ISIC rev.4) ","SIZE","Employment size range","TIME","Year","Value","Flag Codes","Flags"
"3","Small regions (TL3)","DE91A","Peine","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",41.32,,
"3","Small regions (TL3)","DE91A","Peine","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",38.16,,
"3","Small regions (TL3)","DE91B","Wolfenbüttel","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",38.44,,
"3","Small regions (TL3)","DE91B","Wolfenbüttel","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",35.6,,
"3","Small regions (TL3)","DE922","Diepholz","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",30.5,,
"3","Small regions (TL3)","DE923","Hameln-Pyrmont","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",29.06,,
"3","Small regions (TL3)","DE923","Hameln-Pyrmont","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",32.87,,
"3","Small regions (TL3)","DE923","Hameln-Pyrmont","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",31.22,,
"3","Small regions (TL3)","DE925","Hildesheim","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",33.94,,
"3","Small regions (TL3)","DE926","Holzminden","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",31.61,,
"3","Small regions (TL3)","DE928","Schaumburg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",32.33,,
"3","Small regions (TL3)","DE931","Celle","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",31.22,,
"3","Small regions (TL3)","DE931","Celle","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",33.09,,
"3","Small regions (TL3)","DE931","Celle","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",33.79,,
"3","Small regions (TL3)","DE932","Cuxhaven","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",35.78,,
"3","Small regions (TL3)","DE933","Harburg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",38.49,,
"3","Small regions (TL3)","DE933","Harburg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",41.09,,
"3","Small regions (TL3)","DE935","Lüneburg, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",36.57,,
"3","Small regions (TL3)","DE935","Lüneburg, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",37.28,,
"3","Small regions (TL3)","DE935","Lüneburg, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",36.07,,
"3","Small regions (TL3)","DE936","Osterholz","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",31.97,,
"3","Small regions (TL3)","DE937","Rotenburg (Wümme)","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",30.22,,
"3","Small regions (TL3)","DE938","Heidekreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",38.01,,
"3","Small regions (TL3)","DE938","Heidekreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",35.58,,
"3","Small regions (TL3)","DE938","Heidekreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",38.09,,
"3","Small regions (TL3)","DE939","Stade","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",36.52,,
"3","Small regions (TL3)","DE939","Stade","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",38.04,,
"3","Small regions (TL3)","DE93B","Verden","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",30.72,,
"3","Small regions (TL3)","DE93B","Verden","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",30.73,,
"3","Small regions (TL3)","DE941","Delmenhorst, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",38.27,,
"3","Small regions (TL3)","DE941","Delmenhorst, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",41.62,,
"3","Small regions (TL3)","DE941","Delmenhorst, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",37.03,,
"3","Small regions (TL3)","DE942","Emden, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",33.72,,
"3","Small regions (TL3)","DE943","Oldenburg (Oldenburg), Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",33.75,,
"3","Small regions (TL3)","DE943","Oldenburg (Oldenburg), Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",34.18,,
"3","Small regions (TL3)","DE944","Osnabrück, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",36.01,,
"3","Small regions (TL3)","DE945","Wilhelmshaven, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",41.62,,
